text,category
"My first encounter with a dog chasing after my bike was on my first poker run.
A big german shepard ran out into the pack of bikes I was riding with and tried 
to bite the right leg of the guy riding in front of me. He kicked the dog a 
couple of times (we were all only going about 10-15mph) and just made the dog
angrier and got away by applying WFO and outrunning the dog who then started
after yours truly. At the time, I had open drag pipes (obnoxiously loud as hell)
and as soon as the dog was about 2 feet away from the right side of my bike, I
pulled in the clutch and revved the motor up to about 5000rpm and the roar of
the pipes frightened the dog away (probably made the dog's ears hurt like hell)
and he didn't come back for the rest of the bikers behind me either. 

My second encounter was with an already deceased road-kill dog. I wasn't paying 
very close attention to the pavement when the car in front of me straddled the
carcass. I looked down just in time to see what I was about to run over so I 
just held onto the handlebars and freaked out. Both wheels went squarely over
the dog's belly with a thump-thump just like running over a piece of a 4x4
lumber. The bike didn't lose any stability at all and I kept on going. After
I got to my destination, I found bits of fur, meat, and blood stuck to
the bottom of my motor and frame...... gross.",2
"

Nice litle bike.  I loved riding my brother-in-law's.

 ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----",2
"


Is there an ""official DoD products-of-choice"" list?  If so would the 
appropriate party please post it.  

-Erc.",2
"
Look out... We have the beginnings of a donnybrook between one of them
liberal, artsy-fartsy western schools and an ossified, establishment 
eastern university. :-)
",4
"
	Thats pretty hard since CB900 customs weren't introduced
	until 1980.  If you find a pre-80 one, hold onto it.  It
	will be worth big bucks some day.


	Mine has comstar wheels.  Methinks you need to do
	your homework better.


	And obviously, neither do you.
",2
"ha! if i'm not on my bike, it's because its _broken_ and i'm _walkin_. (
really the way it should be)
",2
"
Timbo, Israel has not been recognized as a state by the Arabs, except for
Egypt, of course.  Isn't that  a gesture?  What has Israel offered?
Well, it has been calling for peace talks for 45 years, asked for
economic relations, and asked for diplomatic ties.  What else is there?
Would you have Israel sacrifice its security?  Nay, I think not.",4
": While I'm sure Sagan considers it sacrilegious, that wouldn't be
: because of his doubtfull credibility as an astronomer. Modern, 
: ground-based, visible light astronomy (what these proposed
: orbiting billboards would upset) is already a dying field: The
: opacity and distortions caused by the atmosphere itself have
: driven most of the field to use radio, far infrared or space-based
: telescopes.

Hardly.  The Keck telescope in Hawaii has taken its first pictures; they're
nearly as good as Hubble for a tiny fraction of the cost.

: In any case, a bright point of light passing through
: the field doesn't ruin observations. If that were the case, the
: thousands of existing satellites would have already done so (satelliets
: might not seem so bright to the eyes, but as far as astronomy is concerned,
: they are extremely bright.)

I believe that this orbiting space junk will be FAR brighter still;
more like the full moon.  The moon upsets deep-sky observation all
over the sky (and not just looking at it) because of scattered light.

This is a known problem, but of course two weeks out of every four are
OK.  What happens when this billboard circles every 90 minutes?  What
would be a good time then?

:                                              Frank Crary
:                                              CU Boulder
",3
"



  There was a guy around here who would do them on an early pre fairing
Wing with a Hannigan. He would get it right up and ride a ways. Pretty
intimidating sight. 

  He was real good. He had to be. I guess you wouldn't get away with
chopping the throttle more than once.

__
   Jorg Klinger            |       GSXR1100        | If you only new who
   Arch. & Eng. Services   |""Lost Horizons""  CR500 | I think I am. 
   UManitoba, Man. Ca.     |""The Embalmer""   IT175 |           - anonymous",2
"I didn't want to quote all the stuff that's been said recently, I
just wanted to add a point.

   The whole question of ""a right to a dark sky"" revolves around the
definition of a right.  Moral rights and natural rights are all well and
good, but as far as I can see, a right is whatever you or someone
representing you can enforce.  In most civilizations, the government or
the church (or both) defines what the rights of the citizens are, and
then enforces those rights for them.  Here in the U.S., the constitution
provides a ""Bill of Rights"" from which most if not all legal rights are
considered to derive.  I'm sure that most other countries have
comparable documents.  If you can persuade a court that you have a right
to a dark sky derived in some manner from the Bill of Rights (in the
U.S.), you can prevent (maybe) these billboards from being launched.  To
keep anyone in the world from launching then gets into international law
and the International Court of Justice (correct name?) in the Hague,
something I know little about.",3
"
But in this case I said I hoped that BCCI was *not* an Islamic bank.


But in this case I said I hoped that BCCI was *not* an Islamic bank.


But in this case I said I hoped that BCCI was *not* an Islamic bank.",0
"
Actually, I just think he's confused.  *I'm* going to hell because I'm Gay,
not becuase I don't believe in God.

(I wonder if that means I can't come to Tammy & Deans picnic?)",0
"


Car accessory shops here sell stuff called T-Cut, which is a very fine
cutting paste for paint, and this will remove the dull finish and
minor acratches. It will also remove all the traffic film and stuff that
you probably don't realise is there, and give your paintwork its original
lustre and shine. It can sometimes react badly with metallic paint, though,
so try it out carefully before going to town with the stuff. Afterwards
apply wax polish, and all will be well again.

BTW - don't confuse T-cut with the cutting paste used for grinding in 
valves...the principle's the same but the coarseness is vastly different...",2
"
Personal attacks?  


Deliberate misinterpretation of a persons statement?  (By cutting out
the part of the statement, he tries to blunt the thrust of the sentence.
He never addresses the issue of extreemist peace people not holding true
to their ideals.)


Ignoring the challenge?  (He ignores the challenge that extreemists for
peace tend to be quite insistent that everyone accept their ideals for
the world, and have even turned quite violent.  (Witness, Chicago, summer
1968)).


Paranoia?  (He assumes that anyone who argues against his viewpoint must
""masturbate over Guns'N'Ammo."")

Fire up the Oven, it isn't hot enough!
",0
"
Oh yeah, all the time.  On a nice spring/summer day, I roll down the window
and drive around looking for bikes.  When a bike motors by in the opposite
direction, I stick my arm out and hi5'em.  My arm feels like a million 
bucks when I'm doing this a 60km/h.  I do the same thing with cyclists.
The only problem with hi5ing a cyclist is their always in the right hand lane.
I hafta roll down the other window and hi5 them on the back.  Oh well, I 
think they appreciate the thought. 

Regards, Ted.
",2
"
	That ""Federal land"" and tax money could have been
	used to commerate Americans or better yet, to house
	homeless Americans.


jim@specialix.com (Jim Maurer) responds:

	Why don't you contribute to a group helping the
	homeless if you so concerned?


Jack Schmidling (arf@genesis.MCS.COM) reveals the true depths
of his cynicism:

	I do (did) contribute to the ARF mortgage fund but
	when interest rates plumetted, I just paid it off.

	The problem is, I couldn't convince Congress to move
	my home to a nicer location on Federal land.


In other words, Mr. Schmidling could care less for the plight
of the homeless, but is not above using them to score points
for his agenda.",4
"I have a mac plus with 2.5MB RAM. I have just bought an extra 2MB so that
I can have the max 4MB RAM that a plus supports. However, I can't get it
to boot after I install the 2 extra SIMMs. Instead I get a sad mac (Sorry,
but I can't remember the code). Looking at the motherboard, I can see
that 2 resistors have been snipped off where it says ""256Kb path -
1 row"". I assume that was done when the first 1MB SIMMs were added.

So, my question is: Are there any other resistors that need snipping? 
				or, Do I have bum SIMMs which need to be exchanged?

Any and all advice will be appreciated.",1
"

	The ""R Us"" is not trademarked, but the ""Backwards R Us"" is, I 
believe.



---

  Speaking of proofs of God, the funniest one I have ever seen was in a
  term paper handed in by a freshman.  She wrote, ""God must exist, because
  he wouldn't be so mean as to make me believe he exists if he really
  doesn't!""  Is this argument really so much worse than the ontological
  proofs of the existence of God provided by Anselm and Descartes, among
  others?",0
"-| In article <1993Apr28.200843.83413@embl-heidelberg.de>, tuparev@EMBL-Heidelberg.DE (Georg Tuparev) writes...
-| > 
-| > 
-| >ANNOUNCEMENT:	The ""HyperKnowledge"" PROJECT for NeXTSTEP
-| 
-| I know this is kinda off the subject of sci.space, but not really, I want to
-| answer this for their, as well as everyone else's information.  What these
-| people are proposing, by and large already exists and can be purchased today.
-| 
-| It is called labview by National Instruments. IT is a wonderful object
-| IT is a wonderful object oriented graphical programming language.
-| [some lines deleted]

I am afraid you are mis-directed. NeXTSTEP is an operating system as opposed to 
a package. I have read a little about it but since Steve Jobs does not seem to 
have the marketing capabilities of Bill Gates my info. is limited. Probably why
the far inferior Windows NT is going to be more widely distributed (but that
is another flame-ridden story). Some of the innovative features of NeXTSTEP are
binary compatibility across platforms (eg you can just copy your program from
a Sparc to a PC and it would run, as opposed to buying the version of the package
ported to a PC), graphical object-oriented design (its all WSIWIG postscript), 
supports parallel hetrogeneous processing, and best of all it is based around 
the Mach micro-kernel so you can make it look like Unix with X, or DOS, or NT or 
even VMS if you feel the need. No package out there comes even close. I hope 
people will subscribe to the HyperKnowledge project and NeXTSTEP finally
takes off in my lifetime :-)",3
TRry the SKywatch project in  Arizona.,3
" ^^^^^^^
So how does Aerostitch hold up with this procedure?  I'm ordering mine
Monday, May 3.  And I'm happy about it, too.  :-)  :-)

  -Mike",2
"It's a shame there's no law against Driving While Stupid.  After a little
while it would prevent all kinds of accidents.

Dean",2
"OK, if I post where this comes from, will people stop sending email 
asking where I negotiated the deal? ;-)

The deal is from ""International Computer and Networking"" in CA.
(I saw the ad int he back of MacWorld and MacUser)...
phone number is 310-441-9181 and the deal may have changed since
a few weeks ago, since they change prices about every ten minutes ;-)

Alas, this is a funny system, it SOUNDS like a good deal, but this is a 
Centris 650, 4MB (on the motherboard) 4MB SIMM, 80MB HD, NO ETHERNET
and NO COPROCESSOR (well, actually it's a 68LC040 instead of a 68RC040,
'just had to say that to keep people from saying ""there is no such thing
as an '040 without a coprocessor, since the FPU is built into the chip"")

OK, there ya have it, but if I were you, I would wait untill the cyclones
come out and buy a Quadra 800 ;-)

-nate
",1
"Has anyone noticed that all this happened since Chris Perez was gifted
with a membership?

Anyone for rec.motorcycles.beemer.club.whiner? I know this might get
confused with K-whiners, but maybe there's a connection?",2
"[stuff chopped]

Um, you gotta understand these ""salesdroids"" as you call them.  They look at
it this way: burn lotsa tire; make lotsa money.  I'm sure s/ he knew how
stupid the ""HG"" was.  Would you seriously stop them from burning off 
a seasons worth of tire??  The SQUIDS probably would buy Metzelers or some
good low profile tire anyhow...

Yep.  Them droids sure a sneaky bastards! ;)

Regards, Ted.
",2
"

I am forced to disagree with you. First of all, one may have been 
born from a non-Turkish, non-Muslim parent outside the Turkish land, 
yet still can be a Turk, provided this person calls himself or herself 
a Turk. Because the designation of a Turk is not a genetic feature,
not a racial or religious feature. It is a matter of identifying
with the Turkish values. Secondly, the following observations by 
Westerners were written in French by Ahmet Cevat: 

""If Turks had behaved like Christians to use force to convert to Islam the
nations which they brought under their power, to which no one could have
opposed, today there would be no Eastern problem. But Turks did not do so. 
They obeyed the word of the Koran to permit everybody ""to worship in their own
way"" centuries before Frederick the Great pronounced his famous dictum. Thus,
in an age when the Christian Europe itself shed Christian blood and when 
people in Europe enjoyed inflicting inhuman tortures upon those whose beliefs
differed from theirs, the Ottoman Empire became the sole country where the
inquisition did not exist, where deaths at the stake were unheard of and 
where accusations of witchcraft were not made. And the barbarian (!) Turkey
was the only country where the Jews persecuted and chased away everywhere
by the Christians, could find asylum. These facts demonstrate that Muslim
countries provided spiritually far better living conditions than Christian
countries.""[1]

""The Turks, who are a conquering nation, did not Turkify the nations that came
under their rule; instead, they respected their religions and traditions. It
was a stroke of luck for Romania to live under Turkish rule instead of
Russian or Austrian rule. Because otherwise there would not have been a
Romanian nation today"" (Popescu Ciocanel).

""Turks rule over people under their administration only externally, without
interfering with their internal structures. On account of this, the autonomy
of minorities in Turkey is better and more complete than any in the most
advanced European countries.""[2]

""...human beings hate each other on account of religious differences. This flaw
is older than Islam and Christianity. But there has never been any examples
of this adjuration in Turkey because Turks never oppress anybody on account
of his religion. If enmity on the basis of religion had been such a case of
simple contempt among us too, or if it did not keep translating itself into
action, many nations in our Europe would probably have considered themselves
happy!"" (A. de Mortraye).[3]

""Turkey never became a scene for religious terror or for the cruelty of the
inquisition. On the contrary, it served as an asylum for the unfortunate
victims of Christian fanaticism. If you look into history, you will see that
in the fifteenth century thousands of Jews who were expelled from Spain and
Portugal found such a good asylum in Turkey that their descendants have been
living there very calmly all through these approximately three hundred years,
and are only forced to defend themselves in some countries against the
cruelty of Christians, especially that of the Orthodoxes. No Jew is able to
appear in public during Easter celebrations in Athens, even today. In Turkey,
however, if the Israelites are insulted by the Greek and Armenian communities,
local courts immediately take them under their protection.""

""In that vast and calm country of the sultan, all religions and nations are
living together peacefully. Although the mosque is superior to the church and
the synagogue, it does not replace them. Because of this, the Catholic sect is
more free in Istanbul and Smyrna compared with Paris and Lyon. In addition 
to the fact that no law in Turkey prohibits the open-air ceremonies of this 
sect, neither does any law imprison its cross in the church. While the
dead are being taken to the graves, a long line of priests bear processional
candles and chant Catholic hymns. When all the priests in all the churches in
the Galata and Beyoglu districts go into the streets and form clerical
processions during the Eucharist celebrations, chanting hymns and bearing
their crosses and religious banners, a detachment of soldiers escorts them
which forces even the Turks to stand in respect around the group of 
priests."" (A. Ubicini).[4]

[1]  Ah. Djevat, ""Yabancilara Gore Eski Turkler,"" 3rd ed. (Istanbul, 1978),
     pp. 70-71.
[2]  Ibid., p.91.
[3]  Ibid., pp. 214-215.
[4]  Ibid., pp. 215-216.


Serdar Argic",4
"Does anyone know if there is a carrying case for the Centris 610?  

Thanks for any info.
",1
"

There were a great many Germans, Poles and others who did not
sympathize with the victims of the Holocaust but instead participated
with enthusiasm in the killing.

The Holocaust wasn't a massacre, it wasn't even killing for sport; it
was an entire Industry of Death.  German engineers, architects
technicians and bureaucrats proudly put their best efforts into as
efficient and methodical a Killing Machine as they could devise and
operate.  And it certainly was something extraordinary.

Please don't bleat to us about how the Nazis suffered from the
Holocaust.


  All Jews suffered during WWII [...]
was ""correct"" him with:
  All humans suffered [...]

So what WERE you implying?


Are we supposed to thank you for your generosity?  
Or should we be pleased with your minimal common sense?


Why is it that when someone writes something simple like ""All Jews
sufffered during WWII"" that YOU feel the burning need to add
commentary?  Regardless of what people write, you keep trying to twist
things into what YOU want to hear.  People with similar tendencies in
more extreme form are sometimes called Historical Revisionists.  Is
this something that you aspire to?
",4
"
	If you get blown over riding your bike down your drive at home then
it's too windy to ride...=8^D.",2
"
Thank you.  I now know at least that though I may be on drugs, at
least I'm not the only one.


Yes, this took some getting used to -- of course not having an Indian
connection, no knowledge of hindi, etc., this was not trivial for me.
I did have, thanks to the wonders of the net, ""A Glossary to *Satanic
Verses*"", posted to rec.arts.books by Vijay Raghavan, which explains a
lot of the Indian English constructions, Indian culture references,
even the Islamic references (""Jahilia"", ""Submission"", the context of
the Satanic Verses incident, etc.) -- what I have only covers the
first couple of hundred pages, but it helped me get into the flow of
the novel [I can mail this to anyone interested; if anyone has
portions after part I, if they exist, I'd like to get those].",0
"
Yeh. Be tough to pick up UK Telly in your situation:-}

No signs of Type 259 ads in TV in the states yet, but I don't watch much,
so I'm not in a real position to comment.

BUT! I got my invite to the dealer introduction ""On the deck out back"".
RSVP is on the way!!!!!!

                  tom coradeschi <+> tcora@pica.army.mil",2
"jsn104 is jeremy scott noonan
",0
"(Book Review):
          
          
          ""THE UNIVERSE OF MOTION"", by Dewey B. Larson, 1984, North 
          Pacific Publishers, Portland, Oregon, 456 pages, indexed, 
          hardcover. 
          

               ""THE UNIVERSE OF MOTION"" contains FINAL SOLUTIONS to 
          most ALL astrophysical mysteries. 
          
               This book is Volume III of a revised and enlarged 
          edition of ""THE STRUCTURE OF THE PHYSICAL UNIVERSE"", 1959.  
          Volume I is ""NOTHING BUT MOTION"" (1979), and Volume II is 
          ""THE BASIC PROPERTIES OF MATTER"" (1988). 
          
               Most books and journal articles on the subject of 
          astrophysics are bristling with integrals, partial 
          differentials, and other FANCY MATHEMATICS.  In this book, by 
          contrast, mathematics is conspicuous by its absence, except 
          for some relatively simple formulas imbedded in the text.  
          Larson emphasizes CONCEPTS and declares that mathematical 
          agreement with a theory does NOT guarantee its conceptual 
          validity. 
          
               Dewey B. Larson was a retired engineer with a Bachelor 
          of Science Degree in Engineering Science from Oregon State 
          University.  He developed the Theory described in his books 
          while trying to find a way to MATHEMATICALLY CALCULATE the 
          properties of chemical compounds based ONLY on the elements 
          they contain. 
          
               ""THE UNIVERSE OF MOTION"" describes the astrophysical 
          portions of Larson's CONSISTENT, INTEGRATED, COMPREHENSIVE, 
          GENERAL UNIFIED Theory of the physical universe, a kind of 
          ""grand unified field theory"" that orthodox physicists and 
          astro-physicists CLAIM to be looking for.  It is built on two 
          postulates about the physical and mathematical nature of 
          space and time: 
          
               (1) The physical universe is composed ENTIRELY of ONE 
          component, MOTION, existing in THREE dimensions, in DISCRETE 
          units, and with two RECIPROCAL aspects, SPACE and TIME. 
          
               (2) The physical universe conforms to the relations of 
          ORDINARY COMMUTATIVE mathematics, its primary magnitudes are 
          ABSOLUTE, and its geometry is EUCLIDEAN. 
          
               From these two postulates, Larson was able to build a 
          COMPLETE theoretical universe, from photons and subatomic 
          particles to the giant elliptical galaxies, by combining the 
          concept of INWARD AND OUTWARD SCALAR MOTIONS with 
          translational, vibrational, rotational, and rotational-
          vibrational motions.  At each step in the development, he was 
          able to match parts of his theoretical universe with 
          corresponding parts in the real physical universe, including 
          EVEN THINGS NOT YET DISCOVERED.  For example, in his 1959 
          book, he first predicted the existence of EXPLODING GALAXIES, 
          several years BEFORE astronomers started finding them.  They 
          are a NECESSARY CONSEQUENCE of his comprehensive Theory.  And 
          when quasars were discovered, he had a related explanation 
          ready for those also. 
          
               As a result of his theory, which he called ""THE 
          RECIPROCAL SYSTEM"", Larson TOTALLY REJECTED many of the 
          sacred doctrines of orthodox physicists and astrophysicists, 
          including black holes, neutron stars, degenerate matter, 
          quantum wave mechanics (as applied to atomic structure), 
          ""nuclear"" physics, general relativity, relativistic mass 
          increases, relativistic Doppler shifts, nuclear fusion in 
          stars, and the big bang, all of which he considered to be 
          nothing more than MATHEMATICAL FANTASIES.  He was very 
          critical of the AD HOC assumptions, uncertainty principles, 
          solutions in principle, ""no other way"" declarations, etc., 
          used to maintain them. 
          
               ""THE UNIVERSE OF MOTION"" is divided into 31 chapters.  
          It begins with a description of how galaxies are built from 
          the gravitational attraction between globular star clusters, 
          which are formed from intergalactic gas and dust clouds that 
          accumulate from the decay products of cosmic rays coming in 
          from the ANTI-MATTER HALF of the physical universe.  (Galaxy 
          formation from the MYTHICAL ""big bang"" is a big mystery to 
          orthodox astronomers.)  He then goes on to describe life 
          cycles of stars and how binary and multiple star systems and 
          solar systems result from Type I supernova explosions of 
          SINGLE stars. 
          
               Several chapters are devoted to quasars which, according 
          to Larson, are densely-packed clusters of stars that have 
          been ejected from the central bulges of exploding galaxies 
          and are actually traveling FASTER THAN THE SPEED OF LIGHT 
          (although most of that speed is AWAY FROM US IN TIME). 
          
               Astronomers and astrophysicists who run up against 
          observations that contradict their theories would find 
          Larson's explanations quite valuable if considered with an 
          OPEN MIND.  For example, they used to believe that GAMMA RAY 
          BURSTS originated from pulsars, which exist primarily in the 
          plane or central bulge of our galaxy.  But the new gamma ray 
          telescope in earth orbit observed that the bursts come from 
          ALL DIRECTIONS UNIFORMLY and do NOT correspond with any 
          visible objects, (except for a few cases of directional 
          coincidence).  Larson's explanation is that the gamma ray 
          bursts originate from SUPERNOVA EXPLOSIONS in the ANTI-MATTER 
          HALF of the physical universe, which Larson calls the ""cosmic 
          sector"".  Because the anti-matter universe exists in a 
          RECIPROCAL RELATION to our material universe, with the speed 
          of light as the BOUNDARY between them, and has THREE 
          dimensions of time and ONLY ONE dimension of space, the 
          bursts can pop into our material universe ANYWHERE seemingly 
          at random. 
          
               Larson heavily quotes or paraphrases statements from 
          books, journal articles, and leading physicists and 
          astronomers.  In this book, 351 of them are superscripted 
          with numbers identifying entries in the reference list at the 
          end of the book.  For example, a quote from the book 
          ""Astronomy: The Cosmic Journey"", by William K. Hartmann, 
          says, ""Our hopes of understanding all stars would brighten if 
          we could explain exactly how binary and multiple stars 
          form.... Unfortunately we cannot.""  Larson's book contains 
          LOGICAL CONSISTENT EXPLANATIONS of such mysteries that are 
          WORTHY OF SERIOUS CONSIDERATION by ALL physicists, 
          astronomers, and astrophysicists. 


               For more information, answers to your questions, etc., 
          please consult my CITED SOURCES (Larson's BOOKS). 


               UN-altered REPRODUCTION and DISSEMINATION of this 
          IMPORTANT Book Review is ENCOURAGED. 
",3
"Re: Methods for attaching heat sink to processor.

Go to Radio Shack and buy a tube of heat sink compound. It comes
in a little blue and white tube with a black screw on cap.  At
Radio Shack, it's catalog number 276-1372.  It's a mix of
silicone and zinc oxide, and conducts heat very well.  Plus, it's
tacky.",1
"I know that alot of how people think and act in a long distance space project
would be much like old tiem explorers, sailors, hunters and such who spent alot
of time alone, isolated, and alone or in minimal surroundings and sopcial
contacts.. Such as the old arctic and antarctic expeditions and such..

I vote for a later on sci.space.medicine or similar newsgroup fro the
discussion of long term missions into space and there affects on humans and
such..",3
Re: The 25MHz IIsi,1
"                                                            ^^^^^^^^^^^^^^^
  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^


I dont think you're correct here. There have been no reports of the Bosnians
Muslims supporting the Nazis in their genocide against the Serbians. The fact is
that the Croat govt. using their secret police (called the Ustache, I think)
were the prime agents of the Nazis in Yugoslavia against the Serbs.
 


",4
"





Obviously, we have different sources. Bill Moyers (who happens to be a
theist, to tie this to alt.atheism!) in his PBS documentary ""After The
War"" is my main source. (I think I still have it on videotape.) Others
include The Nation and The Progressive.

The rest of the article is mere rationalisation. You may claim that
sanitation plants are strategic ""legitimate"" targets, but what happens to
the civilians in a city with no sewer system? What happens to the
civilians when you destroy water purification plants? And when hospitals
can't handle the resultant epidemics, because there is no more electricity?

And what exactly are your sources? We have all, I'm sure, seen Postol's
interviews in the media where he demostrates how the Pentagon lied about
the Patriot's effectiveness; what is your source for the 70%
effectiveness you claim?

In any case, I don't know if this is relevant to alt.atheism. How about
if we move it somewhere else?

-s",0
"The 486 at the same CLOCK is NOT as fast as the 040 at the same
clock speed.  The '040 also has much better floating point unit.
Now the DX2-66 is faster than the '040 at 33Mhz.  But for your
reference the 486 at 33 mhz gets ~14MIPS while the '040 at
33mhz gets ~20MIPS.
",1
"Hmmmm I noticed sometime ago that I could do the same on my Virago, and
since I don't read many schematics, I didn't really think aobut it too
much.   Yes it does provide excellent coverage, but I figured it would
probably draw a little too much current.  I also figured that it was 
overlapped just to prevent a blank spot of no headlight.  Are you saying 
that these switches are designed for the hi/lo combination?


 ------------------------------------------------------------------------",2
" 
(Deletion)
 
Well, yes, but that belongs in the other group, there is a interpretation
found for everything. However, allowing any form of interpretation reduces
the information of the text so interprteted to zero.
 
By the way, I have checked the quote and I think the lines preceding those
quoted above are more interesting:
 
   21:32 where mountains are set on earth in order to immobilize the earth.
   21:33 where the skies (heavens?) are referred to as well supported.
 
the lines given above are  21:34 after my edition.
 
 ",0
"
	Not to start *another* shaft effect discussion, but the twist you
	feel when revving sitting still is due to the larger fly-wheels that
	the BMW R-bikes (maybe K's too, dunno) use. If you whack the throttle
	at stop lights, it'll really rock the bike over (to the right).

	<snip> 	<snip>

	Please post if you come to any conclusion on this. I am thinking
	of putting a light on each cylinder guard on my R100S, and was
	wondering whether I was going to have to switch lights off every
	time I was under 5,000 RPM :-)


",2
"Anas Omran...
	
@>	But since all Jews that way, they find him a leader to follow!",4
"In <1993Apr20.004119.6119@cnsvax.uwec.edu> nyeda@cnsvax.uwec.edu (David Nye) 


Why? How? Might makes right? How can they force their morality on me? Why 
can't I do what I want? Who are they to decide? What if I disagree? 

Good point, but it is being immoral in our opinion.  We don't let them choose,
we make the decision that their actions are wrong for them.

  For someone to lay claim to an alternative

I admit to lean toward the idea of an innate moral sense, but have little basis
for it as of yet.  How far can such a concept be extended?

 and

Do you mean that we could say it would be wrong for us to do such a thing but 
not him.  After all, he was behaving morally in his own eyes and doing what he
chose.  On what basis do we condemn other societies besides, here's the buzz 
words, on the idea that there are some actions wrong for all humans in all 
societies?

  Holding that morality is subjective does not mean

Why not? Do we have to be objective suddenly?

MAC
--
****************************************************************
                                                    Michael A. Cobb
 ""...and I won't raise taxes on the middle     University of Illinois
    class to pay for my programs.""                 Champaign-Urbana
          -Bill Clinton 3rd Debate             cobb@alexia.lis.uiuc.edu",0
"
How generous Andi.  Thanks for your validation.  ",4
"
Because, unlike the UK, passing the average driving test over here
usually only requires a pulse & a single digit IQ. Every state controls
their own licensing requirements, so it's possible that there's a test
out there that actually requires some driving skills, but I doubt it.",2
"
You mean Bobby Mozumder is a myth?    We wondered about that.


You mean Bobby Mozumder didn't really post here?   We wondered
about that, too.

So, Mr Conner.   Is Bobby Mozumder a myth, a performing artist, 
a real Moslem. a crackpot, a provocateur?    You know everything
and read all minds: why don't you tell us?",0
"
I read that GM wants to keep the Design part of Lotus but lose the car
production. And, I seem to remember, that the main problem with the Elan
was caused by GM's insistence that the Elan be re-designed (significantly)
for the US market which caused major design & production headaches. 


Quite true - brain fade on my part.
",2
"
Why jettison the SSMEs?  Why not hold on to them and have a shuttle 
bring them down to use as spares?
",3
"While on my bike I wave to anyone who looks.  Sort of like the ""small town""
or ""wide open spaces"" type thing that someone from Louisiana mentioned. (Like
when I'm in Arkansas or Helena MT.)  Kids are especially fun - both genders
(Watch it Cliff!! :-) )  

In the cage I usually wave to bikers.  They usually don't wave back.  My wife
thinks it's strange but I don't care.",2
"
[HAMID] Anybody has any information about the number of the people have been 
[HAMID] killed by Israel  during these 44 HAPPY YEAR?

Does anybody know how many Jews, Arabs, Christians and others have died 
in terrorist attacks and wars over these 45 years due to Arab rhetoric and 
rejectionism? The number is probably close to 100,000 at least.

All these lives wasted because the ARABS did not accept the PARTITION PLAN 
in 1947.

Tsiel",4
"
",2
"
One of my brothers had spent a lot of time practicing bizzare tricks on
his megabuck/micromass bike. He said he once repelled a dog attack by
picking up the rear of the bike and smacking the dog in the side of the
head with the rear wheel. The dog had _no_ idea what hit him, and he
fled quite rapidly. Then again, he could jump garbage cans without a
ramp, so I don't think I'd care to try this one on a motorcycle.


That's almost unfair, I've never seen a dog that could use a phone. :-)",2
"

PSI makes an internal fax modem for the map portable (1-800-622-1722) but 
asks too much for it (retail $450). I'd buy an external and save about 
$350. 

there is a manufacturer that still makes INTERNAL HD's for the portable, 
they're listed in some of the catalog ""magazines"" for apple stuff you can 
find at bookstores. If I see it again I'll post it. But, again, you might 
want to just add a small lightweight external HD built for the 
powerbooks. You'd be able to use it with a new computer some day. Any 
other mac portable questions, I'll have to cry uncle.

Don't blame me. I voted for XXXXXXX.
",1
"------------

Shaft: Bamboozle, beat, beguile, burn (or flame), deceive, hoax,
       hoodwink.

Drive: Campaign, crusade, push.

So, 'shaft drive' may be a campaign to decieve or a crusade of beguile,
efforts where are true to the spirit of this list.

Wheel: revolution, swing

Crusaders of beguile are innefective in revolutions and they cannot
swing, either, therefore shaft drives cannot do wheelies.",2
"
Cool, then we can discuss the increase in radio and TV use, 
the increase in the use of fossil fuels, the increase in air 
travel, and consumption of processed bread, and you can
instruct us on which of them causes increased depression.",0
"



  No, the Yanks are. We are are midway through our insipid invasion of 
Florida and they aren't even aware of it yet.

__
   Jorg Klinger            |       GSXR1100        | If you only new who
   Arch. & Eng. Services   |""Lost Horizons""  CR500 | I think I am. 
   UManitoba, Man. Ca.     |""The Embalmer""   IT175 |           - anonymous",2
