text,category
"Jim Haynes wants to know the following is a scam....

       There's a chiropractor who has a stand in the middle of a shopping
       mall, offering free examinations.  Part of the process involves a
       multiple-jointed sensor arm and a computer that says in a computer-
       sounding voice ""digitize left PSIS"" ""digitize right PSIS"" ""digitize
       C7"" ""please stand with spine in neutral position"".  I'm wondering
       whether this doesn't really measure anything and the computer voice
       is to impress the victims, or whether it is measuring something
       that chiropractors think is useful to measure.

Earth to sci.med....If it looks like a duck...and quacks like a duck......

This is a TOTAL scam. Since the beginning of chiropraxis, the chiropractor has 
tried to sell The Subluxation as The Problem and then sell themselves and
their Adjustments as The Solution. The Chiropractic Subluxation is a delusional 
diagnosis and the Adjustments of Subluxations by extension constitute a 
delusional medicine.

The wide spectrum of chiropractic Techniques ALL have their own methods for 
detecting Spinal Demons and unique methodolgies for Excorcizing Them. The 
computer approach is an attempt to 'sell with science' but this device is 
nothing more than a 'high-tech' Subluxation Detector.....and in the end...
AMAZINGLY...it will show the potential 'patient' to suffer from...VS......
Vertebral Subluxation....The Silent Killer!",2
"My ENT doctor recommended surgery to fix my sinuses.  I have a very deviated
nasal septum (probably the result at least partially from several fractures).
One side has approximately 10-15% of normal flow.  Of course I have known this
for years but recently discovered that I suffer from chronic sinus infection,
discovered during an MRI after a severe migraine.  A CT scan subsequently 
confirmed the problems in the sinuses.

He wants to do endoscopic sinus surgery on the ethmoid, maxillary, frontal,
and sphenoid, along with nasal septoplasty.

He explained the procedure, and the risks.  What I would like to know is if
there is anyone out there who can tell me ""I had this surgery, and it helped
me""?

(I've already heard from a couple who said they had it and it didn't
really help them).

I am a moderately severe asthmatic.  ENT doc says large percentage see some
relief of their asthma after sinus surgery.  Also he said it is not unheard of
that migraines go away after chronis sinusitis is relieved.

I am 42.

Any relevant information is appreciated.

Regards,",2
"[snip]....








	Excellent point, Mark.  We should all remember that if Nixon
	hadn't tried to cover up the misguided actions of some of his
	subordinates in the Watergate burglary, the scandal would
	never have brought down his presidency.  So far, Klinton seems
	to be stonewalling this the same way Tricky Dick did.  His whole
	case seems to be ""we didn't do anything wrong"".  However, if
	in the course of the investigation it turns out that the
	gov't DID do something wrong, and he tried to cover it up,
	then that's an impeachable crime, I believe...  

	Perhaps he is inadvertently cooking up his own scandal...  Can you 
	say ""Wacogate"", little neighbor?...   ;-)

",3
"
Good - now let's look at those sections.  They'll prove my point.


Note that this doesn't affect all concealed carry.  (Look after the
word ""except"".)  It always helps to read the law before commenting on
it.

Would a prudent storekeeper carry concealed?  How about someone at
home?  Note that both are legal, and a lot of ""common"" people qualify
for one or the other.

-andy",3
"
Advanced Kirlian Photography (try this at home, too)

1.  Get a camera
2.  Have your subject face you with his/her back to the sun.
3.  Take photo
4.  Observe the glow behind their silhouetted image on the photo
5.  Invent crackpot theory to explain the effect
",2
"I would like to know if their is any medical consensus
(or consensus within this group) regarding the ethics
of the following:

  1: Prescription of placebo medications when the patient
     did not specifically request any sort of treatment.

  2: Selling a placebo medication for a profit.

  3: Prescribing homeopathic remedies without advising
     a patient of their ""controversial nature"".

  4: Representing homeopathic remedies as ""over the counter""
     medications.",2
"The best reason to abolishing the ATF is that they don't have enough
to do.  If the organization were disbanded and its duties assigned to
the FBI (firearms) and IRS (tobacco and alcohol).  Both of these
organizations have enough to do.  The FBI is probably not going to try
to get a criminal charge of illegal machine gun for having a broken
gun.
 
There have been postings stating that law enforcement should be
divided and and weak.  But there is nothing more dangerous to
liberties than a law enforcement agency without enough criminals to
chase.  The ATF is one and look at the trouble it started in
Waco.
 
",3
"




Well, when you say, without Morris, you have to mention an assumed
replacement.  If the alternative to Morris was letting Cito Gaston
soft-toss the ball underhand to the opposition every 5 days, then
of course the Blue Jays wouldn't have won without Morris.  If the
alternative was replacement level, then I think it would've been very
close, and yes, Morris might've made the difference.  If the alternative
was Frank Viola, the Blue Jays probably would have won more easily with
Viola.


Yes.  You can make the argument that the his presence prevented 
the team from collapsing in August.


Those innings were probably helpful.


Well, I think is complete bs.  What happened most of the time is that
Morris fell behind, and the team came back and rescued him.  Mostly,
this is because he's a lousy 1st inning pitcher, and much better
the rest of the way.  That the team can climb out of 4-0, 5-0 holes
consistently and win them 6-5 is not to Morris' credit; it's to the
team's credit.

Furthermore, while Morris did exceed the W-L percentage that would
be projected from his runs allowed and run support, he hasn't done
this in previous years.  In fact, his W-L record in 1991 is a lot
worse than what it projects to be with run support and runs allowed.
Do you think he just came up with this ability in 1992.

Look at the 2 postseason games he pitched decently in.  Typical
Morris games.  Morris gets behind; team rescues him.  He's not
responsible for that rescue.  And in both those games, the team
just didn't rescue him enough.  Jack Morris pitched as well as he did
during much of the season in those 2 games; the offense just didn't
earn him a victory.


Morris is one of those guys who will reture when he can't start
anymore; he's too bad a first inning pitcher to serve in the bullpen.",1
"I'm putting together a list of the civil rights violations perpetrated against
the Davidians by the FBI/BATF. Here is what I've got so far. Care to add
any or provide more backup info?

First Amendment:
1) FBI/BATF violated Davidians right to free exercise of religion from the 
	start. We now have a de facto precident against any minority religion.
2) FBI/BATF violated BD right to free speach by:
	a> preventing them to speak to media
	b> preventing them from practicing their beliefs
3) FBI/BATF violated the freedom of the press by:
	a> keeping them 2 miles from the Davidians
	b> preventing the media to cover the FBI/BATF actions close-up
	c> censoring media reports
4) FBI/BATF violated the BD's right to peaceable assemble
	a> proven by initial baseless assault

Second Amendment:
1) The BATF went after them because they had too many guns and guns that the
	FBI/BATF didn't approve of. 'Nuff Said.

Fourth Amendment:
1) The right of the BD's to be ""secure in their persons, houses, papers, and
   effects against unreasonable searches and seizures"" was violated by:
	a> Initial baseless assault

Fifth Amendment:
1) The Davidians were ""held to answer for a capital or otherwise infamous
   crime"" without a ""presentment or indictment by a Grand Jury.""
2) The Davidians were ""deprived of life, liberty, and property without due 
   process of law.

Sixth Amendment:
1) The accused were denied the right to ""a speedy and public trial by an
   impartial jury"" when the FBI became judge, jury and executioner.
2) The BD's were never informed of the specific ""nature anad cause of the
   accusation.""

Eighth Amendment:
1) The Davidians suffered cruel and unusual punishment when:
	a> The FBI cut off the water to the ranch
	b> The FBI used Psy-War (loudspeakers broacasting the screams of
	   dying rabbits and Tibetian Chants)
	c> The FBI prevented family members from contacting their family
	   inside the ranch.
	d> The FBI used tear-gas against them (especially the children)
	e> The FBI burned the ranch down.
	f> Thoes who escaped were imprisoned without bail without a hearing.

Anything I miss?",3
"
	[...deleted...]

At least you're consistent.  I'm sure the highly propagandized Germans
tended to believe their government's version too in the thirties and
forties as those ""different"" highly demonized Jewish ""cultists"" met
their fate.  Always trust your government.

",3
"

Corel Draw will do it; version 2 onwards. If you have version 1 perhaps an
upgrade is in order.

Another alternative would be to use a different bureau that can take PostScript.

--
Chris Lilley
----------------------------------------------------------------------------
Technical Author, ITTI Computer Graphics and Visualisation Training Project
Computer Graphics Unit, Manchester Computing Centre, Oxford Road, 
Manchester, UK.  M13 9PL                        Internet: C.C.Lilley@mcc.ac.uk 
Voice: +44 (0)61 275 6045  Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",0
"Path: nntpd2.cxo.dec.com!pa.dec.com!decwrl!ames!saimiri.primate.wisc.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!usenet.ins.cwru.edu!news.ysu.edu!psuvm!cunyvm!jcehc
Organization: City University of New York
Date: Wednesday, 21 Apr 1993 14:17:47 EDT
From: <JCEHC@CUNYVM.BITNET>
Message-ID: <93111.141747JCEHC@CUNYVM.BITNET>
Newsgroups: talk.politics.guns
Subject: Should Anybody be Permitted to Own a .50 BMG rifle?
Lines: 26

   For the moment, forget about BATF incompetence or FBI hubris.  Did
anybody catch Rep. Charles Shumer on the news last night holding up
a .50 BMG cartridge and rhetorically asking if anybody should be allowed
to own one of these.  (I presume he meant the rifle for which it is chambered
and not the cartridge which you can get for a buck.)

  So what's your guess for the upcoming anti-gun agenda:

1.   A ban on heavy caliber rifles. (read .50 BMG)

2.   A ban on ""sniper rifles""

3. A ban on ""stockpiling"" guns and ammunition.


BTW: Shumer is perhaps the most misinformed congressman I have seen on
     the news. I wonder how he finds the floor in the morning.
-------
MICHAEL F. GORDON
JCEHC@CUNYVM.CUNY.EDU

""Vote as you shot.""  (19th Cent Republican campaign slogan )


Shumer is not mis-informed, he knows full well what he is doing.

If you look at his other votes, and positions as an agent of redistribution
of wealth & property in this country, to him guns and personal freedom 
are incompatible with his obvious world-view. They are a threat to the
'order' he would impose.

	R

--
------------------------------------------------------------------------------
""It [collectivism vs individualism] is an ancient conflict. Men have come
close to the truth, but it was destroyed each time and one civilization fell
after another. Civilization is the progress toward a society of privacy. The
savage's whole existence is public, ruled by the laws of his tribe.
Civilization is the process of setting man free from men.""
    -- Ayn Rand : 'Roark's speech from the _Fountainhead_'
------------------------------------------------------------------------------
I don't speak for my company. We hire the 'Politically Correct' to do that.",3
"
Be patient. He has a sore shoulder from crashing into the wall.
The Cards will give him all the time he needs to come around.
He is their full time centerfielder.
He will not however steal as often this year as he is hitting
clean-up.",1
,2
"
This is the fifth request to find out about a Cardinals mailing list.
It looks like one does not exist.  If anyone has the initiative, 
creating a list might be a worthwhile activity.",1
"I am looking for some fast polygon routines (Shaded or Texture
Mapped) in ASM (compile with MASM) or in Turbo Pascal (compile with
TP6). It has to be able to run on a 286, but does not have to look
super fast on a 286, but must look good on a 386.  

If anyone has any such code could you please mail it to me. Or tell
me where it can be got. 

Thanks in advance.


--",0
"
As David Veal points out, this sort of ""promotion"" would be used
against gun owners by the mass media.

However, here is my proposal: offer gun safety classes in your area,
free, as a community service.  Such a class would normally cost $40
or $50, so offering it free is a good promotion.

Our Gun Club has organized several of these (we just finished
teaching another one last night, in fact) and they have been
very well received.  We get a lot of people who are novices
interested in guns.  We even get a few who are anti-gun, but
feel they should know something about ""gun safety"" since members
of their family keep guns at home.

Teaching such a course gives us many desirable benefits:

(1) We have the chance to teach gun safety rules; this increases
    firearm awareness and may help to reduce gun accident stats.

(2) A ""gun safety"" class is Politically Correct, and likely to
    be viewed positively by the public and the media.

(3) Most of the students are 'normal people' (not gun enthusiasts)
    and this kind of class gives us the chance to give them a
    gentle introduction to firearms.

(4) Some of the students are enthusiastic, and will purchase a gun
    and become more involved in shooting or personal defense.

(5) It improves the public perception of our club and gun owners
    in general.  Our students see that we are all reasonable,
    non-aggressive, soft-spoken people, which helps to mitigate
    the standard image of a hardcore gun owner.  Even anti-gun
    students sometimes tell us they have ""something new to think
    about"" with regards to personal gun ownership.

(6) Sharing our experience with others is a lot of fun.

Our course is the standard NRA-certified ""Home Firearm Safety""
class, and our students pay only $5 for materials.  We also
teach the NRA's ""Personal Protection"" class, although the cost
is higher for that one since we have to purchase range time.

I think firearms safety classes are an excellent response to
gun buy-backs.",3
"I am planning a weekend in Chicago next month for my first live-and-in-person 
Cubs game (!!!) I would appreciate any advice from locals or used-to-be locals 
on where to stay, what to see, where to dine, etc.

E-mail replies are fine...

Thanks in advance!
Teresa",1
"

That's another sad thing.  I'd expect this sort of shit from the BATF.
But I'm goddamn disappointed in the FBI.  They used to be professionals.
-- ",3
"Hello all,

          There is a small problem a friend of mine is experiencing and I 
would appreciate any help at all with it.

My friend has been diagnosed as having a severe case of depression requiring 
antidepressants for a cure. The main problem is the side effects of these. 
So far she has been prescribed Prozac, Aurorix, and tryptanol all with 
different but unbearable side effects.

The Prozac gave very bad anxiety/jitters and insomina, it was impossible to 
sit still for more than a minute or so.

The Aurorix whilst having a calming effect, all feelings were lost and the 
body co-ordination was similar to a drunken person. Her brain was clouded 
over.

The tryptanol gave tremors in the legs and panic attacks along with unco- 
ordination occurred. She did not know what she was doing as her brain was 
""closed down"".

Has anyone had similar problems and/or have any suggestions as to the next 
step?

Thankyou in advance.",2
"
I don't have any evidence against water from Lourdes curing MS --
I'm sure there is anecdotal evidence that it does.  Do you really think
that in the absence of a double-blind study I should be indifferent
to the hypothesis that water from Lourdes cures MS?

For what it's worth, I know of only one double blind study of Nystatin
for ""candida hypersensitivity syndrome.""  It was published in the 
New England Journal (I think 1990) and showed no benefit on systemic
symptoms (though I think it reduced vaginal yeast infections, not
surprisingly).  As I recall, the yeast crowd had some major objections
to the study, though I don't remember what they were.
",2
"I currently have some grayscale image files that are not in any
standard format.  They simply contain the 8-bit pixel values.  I would
like to display these images on a PC.  The conversion to a GIF format
would be helpful.  This conversion can take place either on a PC
or on a UNIX system and I could then download it to the PC.
Can anyone suggest where I can find software to do this?  Alternatively, I
may have to write my own conversion program.  In this case, could someone
tell me where I can find the GIF format specification?

Please e-mail me directly at: shayla@shannon.jpl.nasa.gov",0
"
In Massachusetts, you will likely be arrested for murder, but
if you convince the cops/DA that you used lethal force because
of threat of death or serious bodily harm, then the charges
would probably be dropped.  If you run away and are later caught,
then you will have a much harder time convincing cops/judge/jury
of your innocence.  Going ""on the lam"" is seen as an indication
of guilt by a lot of people.
",3
"
	What's sort of interesting about this whole thread is just how much
it has in common with similar threads in groups dealing with other vendor's
hardware.  I currently deal basically with hardware from 3 vendors - Apple,
DEC, and SGI - and thus tend to monitor the groups about those vendor's
hardware.  Currently, it seems like SGI customers are pissed at SGI about
dropping support for the Personal Iris, DEC customers are pissed at DEC for
dropping MIPS support in favor of the new Alpha boxes, and Apple customers
seem to get pissed every time a new Mac is introduced that's faster and
cheaper than the one they just bought.  When I used to be a Sun customer
years ago, I remember people being pissed at Sun for leaving their 386
and 680x0 customers out in the cold when Sparc came along.

	What's really interesting is that from what I can tell, the MIS
folks in the basement with their ES/9000 don't seem to be pissed at IBM.
Why?  I have no idea.  Either IBM really does take care of their customers
better, or they just have their customers brainwashed better than the
smaller vendors do.",0
"
What is the copyright status of this data?  Are there restrictions regarding the
uses they can be put to?

Kaveh

",0
"

",3
"All right, listen up....  What are the possibilities of transmission through
swimming pool water?  Especially if the chlorination isn't up to par?",2
"
Hello, a friend is under going kemotherapy(sp?) for breast cancer. I'm
trying to learn what I can about it. Any info would be appreciated.
Thanks.
",2
"I am using an ibm dx-50 with EISA and local bus....and I need to get a
local bus video card....

The only hitch is that I need one that will allow me to do the fastest
anims (or flics) from ram. I have 64-megs of ram in 16-meg simms

I am using 3D-Studio from Autodesk and Imagine from Impulse...
They both write out in the .FLC format....

So does anyone know what would be the best card for showing fast anims
from ram.... ie. like the orchid, Diamond Stealth Viper, ATI....etc

any help would be appreciated.... ( I am trying to circumvent the single-
frame route)",0
"
Playmation is available direct from Anjon & Associates for $299.  It's hard
to beat that price.  Also, you'd be better off with a newer version than
an older version that had bugs that have long since been clobbered.  


",0
"My wife had hives during the first two months
of her pregnancy.  My son (3 months old), breast-fed,
now has the same symptoms.  She has been to a skin-specialist,
but he has merely prescribed various medicines (one
each visit as though by trial and error :-))

Anti-histamines worked on both of them, but looks like
becoming less effective.

Are there other solutions?  Thanks.",2
"I'm interested in obtaining the highest possible image capture in a 
MS-Windows application. The resulting image must go to print and high resolution
is the name of the game. I'm familiar with (and unhappy with) composite video
capture technology. What kind of resolution can I get out of an SVHS signal? 
What about RGB (and who makes RGB cameras)? Does anyone have any experience
with digital cameras? 

Any help at all would be greatly appreciated.

----------------------------------------------------------------------
William Brandsdorfer            | UUCP:    !uunet!lehman.com!wbrand
Lehman Brothers                 | INET:    wbrand@lehman.com
388 Greenwich St.               | Voice:   (212) 464-3835
New York, N.Y. 10013            | ",0
"

       The Associated Press had an article on Monday March 1, I believe,
which quoted witnesses as describing BATF agents throwing grenades prior
to any gunfire on the part of the Davidians.

       It was among the first of a crop of different, mutually exclusive
descriptions.",3
"

Firearm?  Let's not even consider long knives (swords), which were also
common militia weapons in the 18th century, and which, if anything, are
often restricted more heavily than firearms.  Whatever sense gun control
makes, knife control makes even less.
-- ",3
"
In the videos of the original BATF attack on the BD church, did anyone
happen to see BATF agents on the highest structure, where Koresh's
room was? I don't recall seeing BATF agents higher than the roof of the
lowest structures, so I made an assumption that BATF helos did the
firing down into the tower. Any other info on how the rounds came
through the roof?
",3
"[...details deleted...]



Oh, great.  We fans can subsidize the cost of speeding up the games
that we don't want to see sped up.  Terrific.

Oh.  I forgot.  Checking off that box to finance Presidential campaigns
doesn't cost us taxpayers anything.  

Do you believe in the Tooth Fairy, too?



--	The Beastmaster


(sorry.  I hate to be so sarcastic on such a beautiful day.)



",1
"

I don't really mind the length of games either.  If they want to speed
the games up in sensible ways, that's fine with me too.  However, what
I object to is the assertion by baseball people (Whitey Herzog, Buck
Rodgers are who I've heard say this) that games are too long because
hitters are taking too many pitches, and that the strike zone needs to
be expanded.",1
"Just saw a new commercial(?) by the NRA. It starts out with a 
bunch of politicians talking about how to get rid of crime.
They finally realize that they need to put criminals away
longer but there isn't enough jail space so they decide on another gun
law.( During this whole seen there quoteing various statistics on how
easy criminals get off ) 
In the next seen the politician is announceing on tv how this gun law 
will get rid of crime and there is this grungy looking guy (criminal)
watching him on tv just laughing his ass off.
Classic.",3
"From article <1suntv$3km@watson.mtsu.edu>, by csjohn@watson.mtsu.edu (John Wallace):

The GL file is an archive containing individual frames or pieces of
frames (usually stored as .PIC or .CLP files), fonts, and a .TXT file
that tells the GRASP animation system how to display it.  GL stands
for Grasp Library.  There is probably a detailed discussion of this subject
in the alt.binaries.pictures FAQ.

There are freely distributable viewers for GL files, and they are usually
named GRASPRT?.EXE (replace the ? with a version digit or letter).  Most
GL files contain frames that are hardware-specific to particular modes
of the CGA, EGA, or VGA adapters on PCs.  I think that there are some
copies of GRASPRT available by anonymous ftp (I know that I got one there
a long time ago).

		Good Luck
		Jack
",0
"Here's a few two-sport star trivia questions.  I'll admit they're not
too difficult, but a bit challenging nevertheless.

Mail me your answers please; or post them.


1.  Which pitcher played for the Harlem Globetrotters?

2.  Which major leaguer briefly tried professional golf in 1978?

3.  Which does Dieon Sanders have more of (professionally):
    career touchdowns or triples?

4.  Has there been any player of both pro hockey and baseball?
    If so, name him and the years he played each.


If you have any other two-sport star tidbits, feel free to include them.",1
I suggest another name change:,3
,0
"As of today's USA Today (4/23) John Wetteland should come off of the DL
tonight and possibly pitch in the series this weekend (I forget who they play.)
Derek Lilliquist is probably going to be the main closer, but it will be kind
of a bullpen by committee also.",1
"
Did anyone notice any helicopters equipped with thermal imaging 
equipment? They usually manifest themselves in a turret in the front
of the helo, or a sphere on top of the rotor with optical elements.",3
"[Joe, why don't you put your username on your account?]



Or claims to have discovered so...  It would hardly be the first time
they raided someone based on incorrect evidence.


It was a ""no-knock"", according to the Associated Press report.
Here's something I found in my collection:

    Excerpts from an article in the Knoxville News-Sentinel Final
    Edition Monday, March 1, 1993 (the byline is associated press):

    WACO, Texas - Fierce gun battles erupted Sunday as more than 100
    law officers tried to arrest the leader of a heavily armed
    religious cult.  At least four federal agents and two cult members
    were reported killed.  [...]

    The gun battles began when federal agents hidden in livestock
    trailers stormed the sect's head-quarters Sunday morning,
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    witnesses said.  The agents had warrants to search for guns and
    explosives and to arrest Howell, said Les Stanford of the ATF in
    Washington.  [...]

    Witnesses said the law officers stormed the compound's main home,
    throwing concussion grenades and screaming ""Come out,"" while three
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    National Guard helicopters approached.  For a moment, there was no
    response.  Then the shooting began. 

I think ""storming the sect's head-quaters"" and ""throwing concussion
grenades"" qualifies as a no-knock (or perhaps an illegal assault).

                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Probably not.  But then again, neither are you.

                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
And just what is ""his background""?  What prior crimes had he been
CONVICTED of?

  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Sorry, BATF are ""Federal TAX Enforcement officials"".  They're not
police, nor do they have police powers.

--
Charles Scripter   *   cescript@phy.mtu.edu
Dept of Physics, Michigan Tech, Houghton, MI 49931",3
"A woman once told me her doctor told her that I
could catch, asymptomatically, her yeast infection
from her, then give it back to her, causing
a relapse.

Probably bogus, but if not, it's another reason to use
latex...",2
"

You can't think of any valid reason to own a gun that can't wait?

Either you have a very limited imagination or a strange definition of
the word ""valid"".

Here are a few reasons you might want a gun *right now*:

You're a Korean greengrocer in LA and a riot has just started in a
nearby neighborhood.

You've received a death threat.

Your SO has just broken your arm and you fear for your life if you
stay with him and he's said he'll kill you if you leave him.

A psychopath is breaking into people's houses in your neighborhood and
robbing and killing people inside.

A violent mugger is operating on the route you have to take to get to
your night job.

There are lots of dangers you might be in that won't wait for the
waiting period for you to purchase a gun.
",3
"

amen.. I too have learned by example, specifically yours. :)


.. but dorsai leads the way.. Unlike other services that are commercial
in nature, dorsai is a community based service. While others charge
monthly fees for access, dorsai accepts donations from those who can
afford to contribute.

   While other systems don't respond to user input, dorsai thrives on it.
Other systems sell hardware for a profit, dorsai donates hardware to
community service groups, and to individuals who couldn't afford to
normally.

   Dorsai lives due to the ""hacker"" ethic of Charles, Jack, Skip, Cara,
Ira, Mark, David etc etc etc..  sleepless nights and days working on
equipment thats been assembled at the embassy, ( and modifying what
ever else available to work the first time..) in order to keep the
slip line up...

   Heres to you bud... I'm one of the few that decided to
stay, and am damn glad that I did..... :)





",0
"I downloaded the file xv221exe.zip from the site someone posted here.
It contained the files:
  CJPEG.EXE
  DJPEG.EXE
  XV.EXE

When I tried to run it, it just said 
""Couldn't run go32.exe""
and halts.

What's the matter with this? 
Are there some files missing in the .zip?
What is go32.exe?

any help appreciated.

bye,

Wolfram

--",0
"

This was reported in Canadian papers Thursday, 22 April - I _think_ the
source was UPI, but don't recall for certain.



I understand that at least two goverment investigations have been ordered,
so we may learn more during their hearings. 


Tough call without more investigation, but if the thermal imaging story
holds up, I think the government will be more credable... of course,
paranoia fans won't believe their results anyway, will they?


Hear, hear! I'd also like to see the autopsy reports confirm news reports
that multiple victims were found shot (in the head), and in positions
inconsistent with fire victims. It is simply too early to draw conclusions
either way about this nasty incident, but I tend to believe the government
side.
",3
"






Exactly...

I didn't want to mess with tga or rle.  So I wrote the following script. 
All you need is the very standard set of pbm utilities. 

This script is a .pov to .jpg converter.  Just run it like this:

  pov2jpg 1280 1024 fred.pov 

You will need to modify the path's in the script to reflect where you put
povray and its include files.  If you have a problem with disk space, you
can use named pipes instead of temporary files.

I hope you find it useful...

----------------------------------------------------------------------------

#!/bin/sh

if [ $# -lt 3 ] ; then
  echo ""usage:  $0 width height sourcefile.pov other_options""
  exit
fi

width=$1
height=$2
datafile=$3
shift 3

#basedatafile=`echo $datafile | sed -e ""s/\(.*\)\.pov/\1/""`

thedatafile=`basename $datafile` 
basedatafile=`basename $datafile .pov` 
dirdatafile=`dirname $datafile` 

cd $dirdatafile
/afs/rnd.sas.com/u/sherman/pov/povsrc/build/povray \
  +l/afs/rnd.sas.com/u/sherman/pov/povscn/include \
  +o/tmp/data$$ +w${width} +h${height} +fr +i${thedatafile} $*

echo "" ""
rawtopgm $width $height < /tmp/data$$.grn > /tmp/green$$
rawtopgm $width $height < /tmp/data$$.red > /tmp/red$$
rawtopgm $width $height < /tmp/data$$.blu > /tmp/blue$$
rgb3toppm /tmp/red$$ /tmp/green$$ /tmp/blue$$ | cjpeg > ${basedatafile}.jpg 
rm /tmp/red$$ /tmp/green$$ /tmp/blue$$ /tmp/data$$.grn /tmp/data$$.red \
   /tmp/data$$.blu
echo ""Wrote output to ${basedatafile}.jpg""

---------------------------------------------------------------------------
",0
"Hey,

   I am looking for C-algorithm, which decide,whether a 3D-Point is
   inside a space which was defined by 8 x 3D-points.
   With a space defined by 8 x 3D-points, I mean a space defined by
   6 closed 3D meshes defined by 8 points. Like this :

              _____
             /    /|
            /____/ |
            |    | |
            |    | /
            |____|/


   But in this simple example, the sides are parallel, but my problem,
   the sides can be non parallel and the opposite sides must not have
   the same size etc. Please mail me your informations !

   Thanks for your great efforts

      Oliver
",0
"(This is a cross post to rec.gardens and sci.med. Set the follow-up
(line in the header, depending on what kind of advice you give, or
(e-mail directly to me: ceci@lysator.liu.se.)

I have a problem with wasps -- they seem to love me. Last summer I
couldn't spend more than ten to fifteen minutes at a time in my garden
before one or several wasps would come for me. I am asking for advice
on how to repel wasps.

   This year the wasps have built their nest under a stone next to one
of my tiny ponds. The caretaker (poor fellow!) will have to take care
of them, and that will give me a head start on them. Last year we
couldn't find any nest. Even after the caretaker has gassed the nest
in my tiny garden of 30 square meter, other wasps will most likely vie
for the territory. Is there anything I can grow, rub on my skin or
spread on the soil that will repel the black and yellow bastards?
Never mind if it turns my skin purple or kills off all my beloved
plants, I want to be able to spend time in my garden like everyone
else.

   Would it help to remove the ponds and the bird bath? The wasps seem
to come to drink at them, and I suppose that their prey will breed in
them. The black tits seem to be afraid of the wasps, because as soon
as the wasp season starts, they stop coming to have their bath.

Even when I am not trying to win back my patio from 15-20 wasps, they
seem to love me. The advice I usually get when I ask what to do about
wasps, is to stand still and not wave my arms. I've got some painful
stings when trying to follow that advice. I have also tried to use
hygienic products without perfumes, to no avail. They still love me,
and come for me, even when I'm in the middle of a crowd. So far only
two things seem to work: To kill it dead or to run into the house and
close all doors and windows. 

NB: I don't have a problem with bees or bumble-bees, just wasps.
    Patronizing advice redirected to /dev/null.

--Ceci",2
"
 I have a copy of 'The Earth-From Space' on my wall that I purchased
from Space Shots, Inc. (LA, CA  (800) 272-2779).  As printed on the
poster, the image was created by Tom Van Sant and the GeoSphere Project.
The image IS copyrighted, so I doubt that you'll find it legally in
the public domain.  Part of the proceeds from the sale of the image go to the 
GeoSphere Project (an environmental education thing), and the cost is
nominal, so crack a 20 and buy one!  Also, I don't think it's always
safe to assume that just because the government 'funded' a project, any
products will be provided for free.  Many government agencies (NASA, NOAA)
and some private groups (National Geographic) provided assistance to the
GeoSphere Project.  This collaboration seems to be mostly oriented to
educating the public, rather than pure research.",0
"Colonics were a health fad of the 19th century, which persists to this day.
Except for certain medical conditions, there is no reason to do this.
Certainly no normal person should do this.",2
"

Yes, that's him.  Was I not specific enough?

Just because someone consistently pulls the ball does not mean that
they have a quick bat.  Dawson's release is slow, and he *IS* 38, after
all.  He may swing early, and rotate his hips so that he hits the ball to 
the left side all the time, but he swings slowly.

As for me disagreeing with Peter Gammons... Whoa!  That's never happened
before!  Next thing you know, I'll probably believe Dave Campbell is the
biggest imbecile even to come near a mic, and that Ray Knight has
the IQ of drained crankcase oil.


",1
"
               ^^^^^^

	Sure they might. If an error is recorded on, for example, a
ground ball, ie the batter would otherwise be out, it is officially a
hitless at bat. If it's some other type of error (Greenwell lets a
single go by), it doesn't effect the OBP. But, most errors are
counted.",1
"i heard a news report indicating research showing improved         
hearing in people taking vitamin A. the research showed that new    
growth replaced damaged ""hairlike"" nerves. has anyone heard about
this? 

thanks,
claude",2
"

Bill,
No flame intended but you're way, way off base. In simple terms Kirilian
photography registers the electromagnetical fields around objects, in simple,
it takes pictures of your aura.

-- 
Greg ",2
"From article <93859@hydra.gatech.EDU>, by gs26@prism.gatech.EDU (Glenn R. Stone):

I second that motion wholeheartedly.  Also, how about s**tcanning the
cigarette cops (a.k.a. as the ATF).  Comments anyone?



Scott Kennedy,  Brewer and Patriot",3
"
STOP IT!!!! ENOUGH!!! I'm out of there!  I mean, I'm a relatively sane person. 
God knows I'm weak and will forgive me.  But I'm not stupid enough to stay in
this place any longer.  I WANT OUT!!!


Yeah, and at least one person ran back in. SOunds like a personal choice to me.
Religious fanaticsm, and a beleive that dying in the 'defense' of your beliefs,
is probably at the core of what happened in Waco. We in the west tend to
disregard fanaticsm of the type displayed by many Moslem fundamentalist groups
who see nothing wrong with dying for their beliefs/convictions. I suspect that
this same type of fanaticsm was displayed by the BDs. BUt we'll probably never
know...",3
