instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
10708,2012-03-27,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,101
11217,2012-04-17,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,239
9434,2012-02-02,1,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537,61
3449,2011-05-28,2,0,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,382
654,2011-01-30,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,84
16977,2012-12-15,4,1,12,3,0,6,0,2,0.24,0.2879,0.81,0,23
507,2011-01-23,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,3
11319,2012-04-21,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,54
7807,2011-11-26,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0,92
16843,2012-12-09,4,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,285
10174,2012-03-04,1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,26
1043,2011-02-16,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,1
11102,2012-04-12,2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,610
11992,2012-05-19,2,1,5,20,0,6,0,1,0.68,0.6364,0.41,0.0896,315
4561,2011-07-13,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,184
8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,62
1961,2011-03-27,2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,163
5770,2011-09-02,3,0,9,20,0,5,1,1,0.64,0.6061,0.73,0,196
643,2011-01-30,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0,29
11056,2012-04-10,2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,479
4052,2011-06-22,3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,529
16826,2012-12-08,4,1,12,20,0,6,0,2,0.36,0.3788,1,0,182
13039,2012-07-02,3,1,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,201
12842,2012-06-24,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,0.1642,25
3010,2011-05-10,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,314
4734,2011-07-21,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,6
5608,2011-08-26,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,237
5564,2011-08-24,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,567
11739,2012-05-09,2,1,5,7,0,3,1,2,0.56,0.5303,0.94,0.194,418
4581,2011-07-14,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,578
8183,2011-12-12,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,111
12801,2012-06-22,3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,300
10414,2012-03-15,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,60
13492,2012-07-21,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,112
9454,2012-02-03,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,267
9151,2012-01-22,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,2
9998,2012-02-26,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0,331
6868,2011-10-18,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,625
9642,2012-02-11,1,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179,146
13484,2012-07-21,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,103
2564,2011-04-21,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,481
6099,2011-09-16,3,0,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,358
7747,2011-11-24,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0,81
13379,2012-07-16,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,237
1571,2011-03-10,1,0,3,21,0,4,1,3,0.36,0.3485,0,0.2239,28
1183,2011-02-22,1,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,40
16576,2012-11-28,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,322
10201,2012-03-06,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,4
17022,2012-12-17,4,1,12,0,0,1,1,2,0.38,0.3939,0.87,0,28
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,159
6720,2011-10-12,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,101
1908,2011-03-25,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,32
9451,2012-02-03,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,311
1987,2011-03-28,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,72
3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,349
6372,2011-09-28,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0,14
2327,2011-04-11,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,166
14157,2012-08-18,3,1,8,1,0,6,0,3,0.62,0.5455,0.94,0.1642,92
4564,2011-07-14,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,25
4187,2011-06-28,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,456
13206,2012-07-09,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,175
2394,2011-04-14,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,142
8878,2012-01-10,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,385
9994,2012-02-26,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,188
7081,2011-10-27,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,107
4458,2011-07-09,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,402
1930,2011-03-26,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,6
10836,2012-04-01,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,561
15511,2012-10-13,4,1,10,11,0,6,0,1,0.42,0.4242,0.35,0.1343,527
4035,2011-06-22,3,0,6,0,0,3,1,1,0.66,0.6061,0.78,0.194,33
8983,2012-01-15,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,25
15574,2012-10-16,4,1,10,2,0,2,1,1,0.44,0.4394,0.67,0.1343,3
15162,2012-09-28,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,220
7947,2011-12-02,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0,372
7927,2011-12-01,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0,104
8240,2011-12-14,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,51
4413,2011-07-07,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,562
2031,2011-03-30,2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,90
6830,2011-10-17,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,2
7042,2011-10-26,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,32
10326,2012-03-11,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,72
5999,2011-09-12,3,0,9,12,0,1,1,1,0.72,0.6667,0.51,0.194,184
8347,2011-12-19,4,0,12,10,0,1,1,1,0.24,0.2273,0.67,0.194,108
11886,2012-05-15,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.1045,171
8015,2011-12-05,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0,133
17020,2012-12-16,4,1,12,22,0,0,0,2,0.4,0.4091,0.82,0.194,89
11606,2012-05-03,2,1,5,18,0,4,1,1,0.72,0.6667,0.58,0.1343,706
4896,2011-07-27,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,245
3812,2011-06-12,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,252
4594,2011-07-15,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,274
9688,2012-02-13,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045,135
84,2011-01-04,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65
3282,2011-05-21,2,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,506
887,2011-02-09,1,0,2,10,0,3,1,1,0.14,0.1818,0.36,0,59
8870,2012-01-10,1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,83
15510,2012-10-13,4,1,10,10,0,6,0,1,0.4,0.4091,0.43,0,347
12487,2012-06-09,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0,569
11586,2012-05-02,2,1,5,22,0,3,1,1,0.5,0.4848,0.82,0.2239,173
15205,2012-09-30,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,575
3538,2011-06-01,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,284
7834,2011-11-28,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,16
1424,2011-03-04,1,0,3,14,0,5,1,1,0.36,0.3333,0.4,0.2836,95
16053,2012-11-06,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,278
6797,2011-10-15,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,372
16735,2012-12-05,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,11
443,2011-01-20,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,68
3226,2011-05-19,2,0,5,7,0,4,1,2,0.5,0.4848,1,0,257
8122,2011-12-10,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,66
5383,2011-08-17,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0,5
15319,2012-10-05,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.194,304
7151,2011-10-30,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,345
3636,2011-06-05,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,164
2754,2011-04-29,2,0,4,15,0,5,1,2,0.56,0.5303,0.4,0.2985,252
14559,2012-09-03,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,374
15533,2012-10-14,4,1,10,9,0,0,0,2,0.48,0.4697,0.67,0.2836,223
2328,2011-04-11,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,158
5341,2011-08-15,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,141
12301,2012-06-01,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,227
7877,2011-11-29,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,184
6708,2011-10-12,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,10
13785,2012-08-02,3,1,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,310
1156,2011-02-20,1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,47
2778,2011-04-30,2,0,4,15,0,6,0,1,0.56,0.5303,0.37,0.1343,499
11064,2012-04-11,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,2
7467,2011-11-12,4,0,11,17,0,6,0,1,0.5,0.4848,0.34,0.2537,285
8253,2011-12-15,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,157
7085,2011-10-27,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,219
14751,2012-09-11,3,1,9,19,0,2,1,1,0.62,0.6212,0.41,0.194,596
7926,2011-12-01,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,162
16140,2012-11-10,4,1,11,5,0,6,0,1,0.28,0.3182,0.87,0,10
4708,2011-07-20,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0,11
7998,2011-12-04,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,72
5641,2011-08-28,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,237
5690,2011-08-30,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0,237
10667,2012-03-25,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,367
9540,2012-02-07,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,116
7558,2011-11-16,4,0,11,12,0,3,1,3,0.46,0.4545,1,0,54
12602,2012-06-14,2,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,181
15038,2012-09-23,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,540
13185,2012-07-08,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,337
15843,2012-10-27,4,1,10,7,0,6,0,1,0.48,0.4697,0.83,0.194,86
12453,2012-06-08,2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,29
1370,2011-03-02,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,256
10405,2012-03-14,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0,283
12880,2012-06-25,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,475
10375,2012-03-13,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,342
2379,2011-04-14,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,21
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,7
2989,2011-05-09,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,119
10891,2012-04-03,2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0,158
2334,2011-04-12,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,1
11588,2012-05-03,2,1,5,0,0,4,1,2,0.48,0.4697,0.82,0.2239,90
13315,2012-07-13,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,212
650,2011-01-30,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0,38
2332,2011-04-12,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,13
6486,2011-10-02,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,162
1215,2011-02-23,1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0,94
11603,2012-05-03,2,1,5,15,0,4,1,1,0.66,0.6212,0.61,0.194,283
7166,2011-10-31,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0,6
8118,2011-12-09,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0,140
8783,2012-01-06,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,419
6092,2011-09-16,3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,210
5859,2011-09-06,3,0,9,14,0,2,1,3,0.54,0.5152,0.88,0.2836,24
4451,2011-07-09,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,182
5018,2011-08-01,3,0,8,23,0,1,1,1,0.68,0.6364,0.74,0.194,96
10968,2012-04-07,2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537,28
7436,2011-11-11,4,0,11,10,1,5,0,1,0.32,0.2727,0.42,0.5522,200
11717,2012-05-08,2,1,5,9,0,2,1,2,0.56,0.5303,0.68,0.3582,295
16803,2012-12-07,4,1,12,21,0,5,1,2,0.36,0.3636,0.93,0.1045,171
9127,2012-01-21,1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,1
2576,2011-04-22,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,16
15425,2012-10-09,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,225
14174,2012-08-18,3,1,8,18,0,6,0,1,0.74,0.6515,0.37,0.1642,554
12659,2012-06-16,2,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,583
17025,2012-12-17,4,1,12,3,0,1,1,2,0.36,0.3788,0.93,0,3
14120,2012-08-16,3,1,8,12,0,4,1,1,0.8,0.697,0.33,0.1045,343
10602,2012-03-22,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,424
3677,2011-06-07,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,5
5397,2011-08-17,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,556
13389,2012-07-17,3,1,7,1,0,2,1,1,0.74,0.697,0.7,0,25
6922,2011-10-21,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,50
14832,2012-09-15,3,1,9,4,0,6,0,2,0.6,0.5909,0.69,0.3582,6
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,124
10191,2012-03-05,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,210
2011,2011-03-29,2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,87
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,67
10687,2012-03-26,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,282
9851,2012-02-20,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,143
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,34
1136,2011-02-20,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,16
14570,2012-09-04,3,1,9,6,0,2,1,2,0.68,0.6364,0.89,0.1045,172
1403,2011-03-03,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0,202
13318,2012-07-14,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,101
15524,2012-10-14,4,1,10,0,0,0,0,1,0.4,0.4091,0.71,0.2537,111
4878,2011-07-27,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,4
15956,2012-11-02,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,292
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,55
9107,2012-01-20,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,425
1974,2011-03-28,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,6
16410,2012-11-21,4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.194,241
5484,2011-08-21,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,231
9601,2012-02-09,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0,84
17123,2012-12-21,1,1,12,5,0,5,1,2,0.34,0.303,0.76,0.4179,13
6867,2011-10-18,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,304
4266,2011-07-01,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,381
8907,2012-01-11,1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,9
11691,2012-05-07,2,1,5,7,0,1,1,2,0.48,0.4697,0.82,0.1045,385
4955,2011-07-30,3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,114
11771,2012-05-10,2,1,5,15,0,4,1,1,0.54,0.5152,0.37,0.3881,271
10225,2012-03-07,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,4
11757,2012-05-10,2,1,5,1,0,4,1,2,0.48,0.4697,0.88,0.1343,11
8325,2011-12-18,4,0,12,12,0,0,0,1,0.26,0.2576,0.6,0.2239,228
36,2011-01-02,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,93
11301,2012-04-21,2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,88
3617,2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,451
12894,2012-06-26,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,0.3582,190
11804,2012-05-12,2,1,5,0,0,6,0,1,0.52,0.5,0.42,0.1642,136
7035,2011-10-25,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,585
10173,2012-03-04,1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,62
4306,2011-07-03,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,25
1449,2011-03-05,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,205
13858,2012-08-05,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,526
5529,2011-08-23,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,114
15082,2012-09-25,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,293
4903,2011-07-28,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,6
2305,2011-04-10,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,95
2200,2011-04-06,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,134
15424,2012-10-09,4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,360
11352,2012-04-23,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,3
11210,2012-04-17,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,144
14682,2012-09-08,3,1,9,22,0,6,0,2,0.58,0.5455,0.78,0.2985,194
12509,2012-06-10,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0,266
1309,2011-02-27,1,0,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,187
6987,2011-10-23,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,340
13086,2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0,447
9634,2012-02-11,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,78
10391,2012-03-14,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,27
14653,2012-09-07,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,772
5848,2011-09-06,3,0,9,3,0,2,1,3,0.54,0.5152,0.94,0.2985,1
10450,2012-03-16,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,294
16080,2012-11-07,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,273
8198,2011-12-13,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0,20
11192,2012-04-16,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,271
3981,2011-06-19,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,296
6807,2011-10-16,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,12
5771,2011-09-02,3,0,9,21,0,5,1,2,0.64,0.6061,0.73,0.0896,149
11267,2012-04-19,2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0,262
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,593
4516,2011-07-12,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,14
5321,2011-08-14,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,370
6909,2011-10-20,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,129
11147,2012-04-14,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,658
8837,2012-01-09,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,15
9336,2012-01-29,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,69
8180,2011-12-12,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,115
7212,2011-11-02,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0,2
4920,2011-07-28,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,196
6469,2011-10-02,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,30
6809,2011-10-16,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,10
5135,2011-08-06,3,0,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,137
11384,2012-04-24,2,1,4,12,0,2,1,1,0.48,0.4697,0.29,0.3881,224
11856,2012-05-14,2,1,5,4,0,1,1,2,0.54,0.5152,0.77,0.2239,6
12276,2012-05-31,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,487
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,359
10012,2012-02-27,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,1
14124,2012-08-16,3,1,8,16,0,4,1,1,0.82,0.7121,0.32,0.2239,419
10199,2012-03-06,1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,8
3695,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,346
12603,2012-06-14,2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,506
16660,2012-12-01,4,1,12,22,0,6,0,2,0.3,0.3333,0.87,0,147
11369,2012-04-23,2,1,4,21,0,1,1,2,0.32,0.303,0.81,0.2239,152
3464,2011-05-29,2,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,6
11577,2012-05-02,2,1,5,13,0,3,1,2,0.58,0.5455,0.78,0.194,228
5784,2011-09-03,3,0,9,10,0,6,0,3,0.66,0.6212,0.65,0.2537,258
7703,2011-11-22,4,0,11,13,0,2,1,3,0.42,0.4242,1,0.0896,26
3137,2011-05-15,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,437
912,2011-02-10,1,0,2,12,0,4,1,1,0.16,0.1364,0.34,0.3881,69
3318,2011-05-23,2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,4
15912,2012-10-31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,424
4894,2011-07-27,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,375
4418,2011-07-07,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,129
8159,2011-12-11,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0,242
12714,2012-06-18,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642,164
8316,2011-12-18,4,0,12,3,0,0,0,1,0.22,0.2121,0.55,0.2239,18
4609,2011-07-15,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,223
10793,2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,395
7236,2011-11-03,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,7
2033,2011-03-30,2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,98
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,465
16250,2012-11-14,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,396
10942,2012-04-06,2,1,4,1,0,5,1,1,0.36,0.3485,0.62,0.1343,38
10179,2012-03-05,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,1
9858,2012-02-20,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,253
3286,2011-05-21,2,0,5,19,0,6,0,1,0.68,0.6364,0.47,0.1642,301
12234,2012-05-29,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,55
16013,2012-11-04,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,87
8705,2012-01-03,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,74
576,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,8
11202,2012-04-16,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,214
10822,2012-04-01,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,67
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,61
16878,2012-12-11,4,1,12,0,0,2,1,3,0.46,0.4545,0.77,0.4627,31
8265,2011-12-16,4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,72
9546,2012-02-07,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537,276
13614,2012-07-26,3,1,7,10,0,4,1,1,0.74,0.697,0.7,0.2239,222
14145,2012-08-17,3,1,8,13,0,5,1,1,0.84,0.2424,0.36,0.3881,357
14269,2012-08-22,3,1,8,17,0,3,1,3,0.74,0.6818,0.55,0.2239,783
